fid,id sistema,id ruta,nombre,nombre completo,grupo,modalidad,subsistema,tipo unidad,longitud,zona
"670","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"671","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"672","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"673","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"674","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"675","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"676","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"677","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"678","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"679","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"680","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"681","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"682","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"683","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"684","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"685","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"686","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"687","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"688","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"689","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"690","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"691","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"692","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"693","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"694","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"695","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"696","227","185",55TG,55 Topo Grande,Ctm Snat,Radial,ZN,Panoramica,40.38,Limite Municipal
"697","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"698","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"699","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"700","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"701","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"702","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"703","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"704","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"705","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"706","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"707","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"708","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"709","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"710","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"711","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"712","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"713","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"714","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"715","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"716","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"717","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"718","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"719","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"720","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"721","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"722","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"723","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"724","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"725","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"726","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"727","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"728","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"729","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"730","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"731","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"732","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"733","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"734","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"735","178","168",330UP,330 Unidad Piloto,Ctm Gpe,Microbus,OTE,Midibus,32.48,Limite Municipal
"736","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"737","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"738","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"739","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"740","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"741","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"742","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"743","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"744","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"745","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"746","176","160","301",301 Revolucion,Ctm Gpe,Microbus,SUR,Midibus,21.16,Limite Municipal
"747","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"748","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"749","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"750","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"751","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"752","166","134","412",412 Solidaridad,Transregio,Metrobus,NP,Panoramica,26.31,Limite Municipal
"753","169","141","401",401 Santa Martha - San Bernabe,Transregio,Metrobus,NP,Panoramica,19.02,Limite Municipal
"754","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"755","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"756","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"757","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"758","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"759","169","141","401",401 Santa Martha - San Bernabe,Transregio,Metrobus,NP,Panoramica,19.02,Limite Municipal
"760","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"761","172","113",305SA,305 San Agustin,Ctm Feat,Microbus,PTE,Midibus,37.58,Limite Municipal
"762","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"763","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"764","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"765","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"766","176","160","301",301 Revolucion,Ctm Gpe,Microbus,SUR,Midibus,21.16,Limite Municipal
"767","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"768","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"769","176","160","301",301 Revolucion,Ctm Gpe,Microbus,SUR,Midibus,21.16,Limite Municipal
"770","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"771","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"772","176","160","301",301 Revolucion,Ctm Gpe,Microbus,SUR,Midibus,21.16,Limite Municipal
"773","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"774","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"775","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"776","178","168",330UP,330 Unidad Piloto,Ctm Gpe,Microbus,OTE,Midibus,32.48,Limite Municipal
"777","179","169",330D,330 Delfines,Ctm Gpe,Microbus,OTE,Midibus,32.98,Limite Municipal
"778","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"779","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"780","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"781","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"782","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"783","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"784","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"785","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"786","178","168",330UP,330 Unidad Piloto,Ctm Gpe,Microbus,OTE,Midibus,32.48,Limite Municipal
"787","179","169",330D,330 Delfines,Ctm Gpe,Microbus,OTE,Midibus,32.98,Limite Municipal
"788","178","168",330UP,330 Unidad Piloto,Ctm Gpe,Microbus,OTE,Midibus,32.48,Limite Municipal
"789","179","169",330D,330 Delfines,Ctm Gpe,Microbus,OTE,Midibus,32.98,Limite Municipal
"790","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"791","180","175",334KD,334 Kir Directo,Ctm Feat,Microbus,ZN,Midibus Panoramico,35,Limite Municipal
"792","181","176",334FV,334 Fidel Velazquez - Casa Blanca,Ctm Feat,Microbus,ZN,Midibus Panoramico,0,Limite Municipal
"793","181","176",334FV,334 Fidel Velazquez - Casa Blanca,Ctm Feat,Microbus,ZN,Midibus Panoramico,0,Limite Municipal
"794","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"795","224","173",218J,218 Inf La Joya - Pablo Livas,Ctm Feat,Radial,OTE,Panoramica,52.02,Limite Municipal
"796","181","176",334FV,334 Fidel Velazquez - Casa Blanca,Ctm Feat,Microbus,ZN,Midibus Panoramico,0,Limite Municipal
"797","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"798","184","50",207A,207 Penitenciaria,Martinez Garcia,Periferica,ZN,Panoramica,41.54,Limite Municipal
"799","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"800","184","50",207A,207 Penitenciaria,Martinez Garcia,Periferica,ZN,Panoramica,41.54,Limite Municipal
"801","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"802","186","88","208",208 Escobeddo San Rafael,Transregio,Periferica,ZN,Panoramica,68.53,Limite Municipal
"803","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"804","186","88","208",208 Escobeddo San Rafael,Transregio,Periferica,ZN,Panoramica,68.53,Limite Municipal
"805","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"806","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"807","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"808","224","173",218J,218 Inf La Joya - Pablo Livas,Ctm Feat,Radial,OTE,Panoramica,52.02,Limite Municipal
"809","225","174",218R,218 Azteca Rosita,Ctm Feat,Radial,OTE,Panoramica,44.3,Limite Municipal
"810","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"811","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"812","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"813","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"814","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"815","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"816","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"817","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"818","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"819","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"820","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"821","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"822","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"823","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"824","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"825","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"826","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"827","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"828","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"829","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"830","193","171",211SM,211 San Miguel,Ctm Feat,Periferica,NO,Panoramica,52.48,Limite Municipal
"831","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"832","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"833","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"834","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"835","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"836","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"837","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"838","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"839","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"840","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"841","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"842","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"843","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"844","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"845","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"846","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"847","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"848","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"849","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"850","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"851","216","154","86",86 Unidad Laboral,Ctm Feat,Radial,NO,Panoramica,35.43,Limite Municipal
"852","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"853","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"854","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"855","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"856","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"857","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"858","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"859","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"860","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"861","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"862","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"863","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"864","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"865","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"866","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"867","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"868","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"869","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"870","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"871","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"872","206","52",134T,134 Telefonos,Ctm Feat,Radial,ZN,Panoramica,55.37,Limite Municipal
"873","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"874","206","52",134T,134 Telefonos,Ctm Feat,Radial,ZN,Panoramica,55.37,Limite Municipal
"875","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"876","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"877","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"878","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"879","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"880","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"881","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"882","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"883","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"884","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"885","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"886","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"887","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"888","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"889","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"890","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"891","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"892","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"893","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"894","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"895","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"896","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"897","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"898","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"899","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"900","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"901","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"902","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"903","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"904","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"905","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"906","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"907","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"908","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"909","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"910","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"911","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"912","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"913","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"914","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"915","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"916","212","147",73V,73 Tierra Propia - 20 De Nov.,Ctm Gpe.,Radial,OTE,Panoramica,46.44,Limite Municipal
"917","213","148",73Z,73 Tierra Propia - Zertuche,Ctm Gpe,Radial,OTE,Panoramica,44.2,Limite Municipal
"918","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"919","216","154","86",86 Unidad Laboral,Ctm Feat,Radial,NO,Panoramica,35.43,Limite Municipal
"920","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"921","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"922","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"923","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"924","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"925","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"926","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"927","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"928","224","173",218J,218 Inf La Joya - Pablo Livas,Ctm Feat,Radial,OTE,Panoramica,52.02,Limite Municipal
